Date,Year,Month,Day,Time,Country,Location,Operator,Operator_Type,Route,Type,Aboard,Fatalities,Fatality_Rate,Ground,Causes,Summary
1928-03-11,1928,March,Sunday,10:00,France,"Off Cape Griz Nez, France",Air Union,Civilian,Unavailable,Farman F-60 Goliath,2,2,1.0,0,Unknown,No remark
1928-04-17,1928,April,Tuesday,10:00,USA,"Federal, Wyoming",Boeing Air Transport,Civilian,Unavailable,Boeing 40,2,1,0.5,0,Unknown,No remark
1928-04-19,1928,April,Thursday,10:00,Spain,"Minuesa, Spain",Iberia Airlines,Civilian,Unavailable,Rohrbach Roland,9,9,1.0,0,Collision/Impact,Crashed in fog.
1928-05-07,1928,May,Monday,10:00,Russian Federation,"Moscow, Russia",Aeropostale,Civilian,Unavailable,Latecoere 26,1,1,1.0,0,Unknown,No remark
1928-05-12,1928,May,Saturday,10:00,USA,"Dearborn, Minnesota",Ford Air Freight Inc.,Civilian,Unavailable,Ford 4,2,2,1.0,0,Unknown,No remark
1928-05-26,1928,May,Saturday,10:00,Germany,"Radevormwald, Germany",Deutsche Lufthansa,Civilian,Unavailable,Junkers F-13,5,3,0.6,0,Pilot Error,Pilot error.
1928-06-14,1928,June,Thursday,10:00,Germany,"Frankfurt, Germany",Deutsche Lufthansa,Civilian,Unavailable,Aegk,5,5,1.0,0,Unknown,No remark
1928-06-22,1928,June,Friday,10:00,USA,"Lebo, Kansas",National Air Transport,Civilian,Chicago - Dallas,Douglas M-4,1,1,1.0,0,Collision/Impact,The mail plane flew into tornado like winds and crashed to the ground.
1928-07-10,1928,July,Tuesday,10:00,Finland,Over The Gulf Of Finland,Aero O-Y,Civilian,Unavailable,Junkers F-13,6,6,1.0,0,Unknown,No remark
1928-07-13,1928,July,Friday,10:00,,"Purley, England",Imperial Airways,Civilian,Testing,Vickers 74 Vulcan,4,4,1.0,0,Collision/Impact,Crashed to the ground shortly after taking off killing two men and two women.
1928-07-24,1928,July,Tuesday,10:00,Netherlands,"Waalhaven Harbor, Netherlands",Klm Royal Dutch Airlines,Civilian,Unavailable,Fokker (Klm) F.Iii,1,1,1.0,0,Collision/Impact,The plane crashed into the Waalhaven harbor.
1928-08-25,1928,August,Saturday,10:00,Canada,"Near Port Townsend, Bc, Canada",British Columbia Airways,Civilian,Victoria - Seattle,Ford 4-At-B Tri Motor,7,7,1.0,0,Collision/Impact,Crashed into Puget Sound in dense fog.  Considered the first Canadian air disaster.
1928-09-02,1928,September,Sunday,10:00,France,"Toul, France",Cidna,Civilian,Unavailable,Bleriot Spad 56,3,3,1.0,0,Unknown,No remark
1928-09-04,1928,September,Tuesday,10:00,Australia,"Adelaide Hills, Australia",Qantas,Civilian,Unavailable,De Havilland Dh.50J,2,1,0.5,0,Pilot Error,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft crashed and caught fire."
1928-09-04,1928,September,Tuesday,10:00,USA,"Pocatello, Idaho",National Parks Airways,Civilian,Unavailable,Fokker Super Universal,7,7,1.0,0,Unknown,No remark
1928-09-06,1928,September,Thursday,10:00,Germany,"Heroldbach, Germany",Deutsche Lufthansa,Civilian,Unavailable,Fokker Fg Iii,3,3,1.0,0,Mechanical Failure,Engine failure.
1928-10-04,1928,October,Thursday,10:00,Spain,"Gerona, Spain",Aeropostale,Civilian,Unavailable,Breguet 14,3,3,1.0,0,Unknown,No remark
1928-10-18,1928,October,Thursday,10:00,USA,"Polk, Pennsylvania",National Air Transport,Civilian,Unavailable,Douglas M-4,1,1,1.0,0,Collision/Impact,The mail plane crashed and burned during the night.
1928-10-31,1928,October,Wednesday,10:00,France,"Valence, France",Air Union,Civilian,Unavailable,Bleriot Spad 56,2,1,0.5,0,Unknown,No remark
1928-11-15,1928,November,Thursday,10:00,Gibraltar,Off Gibraltar,Aeropostale,Civilian,Unavailable,Latecoere 32,2,1,0.5,0,Unknown,No remark
1928-11-24,1928,November,Saturday,10:00,USA,"Edgerton, Ohio",Universal Airlines,Civilian,Cleveland - Chicago,Hamilton H-47,3,3,1.0,0,Weather,The mail plane crashed in a heavy snow storm.
1928-11-25,1928,November,Sunday,10:00,USA,"Bristolville, Ohio",National Air Transport,Civilian,Unavailable,Douglas M-4,1,1,1.0,0,Weather,The mail plane crashed in a snow storm.
1928-11-25,1928,November,Sunday,10:00,USA,"Edgerton, Ohio",Continental Air Lines,Civilian,Cleveland - Louisville,Travel Air 4000,3,3,1.0,0,Weather,The mail plane crashed in a heavy snow storm
1928-12-01,1928,December,Saturday,10:00,USA,"Spur, Texas",Sunbeam Air Transport Co.,Civilian,San Antonio - Amarillo - Tulsa - Denver,Ford 4-At-B Tri Motor,5,5,1.0,0,Collision/Impact,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed.
1928-12-03,1928,December,Monday,08:00,Brazil,Brazil,Syndicato Condor,Civilian,Unavailable,Dornier Wal,14,14,1.0,0,Pilot Error,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastilimits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately."
1928-12-04,1928,December,Tuesday,08:00,USA,"Rio De Janeiro, Brazil",Aeroflot,Civilian,Unavailable,Junkers G24,6,6,1.0,0,Collision/Impact,The aircraft's wingtip struck the water and crashed into Rio de Janeiro Bay.
1928-12-11,1928,December,Tuesday,08:00,Germany,"Letzlingen, Germany",Deutsche Lufthansa,Civilian,Unavailable,Junkers G-31,4,3,0.75,0,Weather,Weather related.
1928-12-20,1928,December,Thursday,08:00,USA,"Huron, Ohio",National Air Transport,Civilian,Cleveland - Chicago,Douglas M-4,1,1,1.0,0,Weather,The mail plane crashed into an apple tree during a snow storm.
1928-12-23,1928,December,Sunday,08:00,USA,"Chattanooga, Tennessee",Interstate Airlines,Civilian,Unavailable,Fairchild Fc-2,4,4,1.0,0,Pilot Error,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up enough.
1928-12-31,1928,December,Monday,08:00,France,"Reims, France",Cidna,Civilian,Unavailable,Blériot Spad 66,3,2,0.67,0,Collision/Impact,Crashed into high ground in fog.
1929-01-05,1929,January,Saturday,08:00,USA,"Stafford Springs, Connecticut",Colonial Air Transport,Civilian,Unavailable,Fairchild Fc-2,1,1,1.0,0,Unknown,No remark
1929-01-18,1929,January,Friday,08:00,USA,"Cove, Oregon",Varney Air Lines,Civilian,Unavailable,Stearman C-38,1,1,1.0,0,Pilot Error,While attempting to make an emergency landing on the Minam river the plane hit a bolder
1929-01-25,1929,January,Friday,08:00,Greece,"Near Corfu, Greece",Aeroespresso,Civilian,Unavailable,Cmasa Wal,9,2,0.22,0,Unknown,No remark
1929-01-31,1929,January,Thursday,08:00,USA,"Morgantown, West Virginia",Skyline Transportation Company,Civilian,Unavailable,Travel Air 4000,1,1,1.0,0,Unknown,No remark
1929-01-31,1929,January,Thursday,08:00,Morocco,Off Morocco,Aeropostale,Civilian,Unavailable,Latecoere 26,2,2,1.0,0,Unknown,No remark
1929-03-17,1929,March,Sunday,08:00,USA,"Newark, New Jersey",Colonial Western Airlines,Civilian,Sightseeing,Ford 5-At-B Tri Motor,15,14,0.93,0,Pilot Error,The plane was making the last of a number of sightseeing flights when one of it's three engines failed. The Plane went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure.
1929-03-30,1929,March,Saturday,09:18,USA,"Near Beaumont, California",New Standard Airlines,Civilian,Los Angeles - Phoenix - El Paso,Fokker F-Viia,4,4,1.0,0,Pilot Error,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred."
1929-04-21,1929,April,Sunday,09:18,USA,"San Diego, California",Maddux Airlines / Military - U.S.Army Air Force,Military,San Diego - Phoenix,Ford 5-At-B Tri-Motor / B-Pw-9D,6,6,1.0,0,Pilot Error,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent."
1929-05-18,1929,May,Saturday,09:18,Hungary,Hungary,Malert,Civilian,Unavailable,Fokker F-Iii,2,2,1.0,0,Unknown,No remark
1929-05-22,1929,May,Wednesday,09:18,,Algiers,Aeropostale,Civilian,Unavailable,Cams 53,5,4,0.8,0,Unknown,No remark
1929-06-10,1929,June,Monday,09:18,USA,"Santiago De Cuba, Cuba",Pan American Airways,Civilian,Santiago De Cuba - Havana,Fokker F-X,5,2,0.4,0,Pilot Error,Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed.
1929-06-14,1929,June,Friday,09:18,Spain,"Barcelona, Spain",Aeropostale,Civilian,Unavailable,Breguet 14,2,1,0.5,0,Unknown,No remark
1929-06-17,1929,June,Monday,09:18,,"Off Dungeness, England",Imperial Airways,Civilian,Unavailable,Handley Page W-10,13,7,0.54,0,Pilot Error,The plane was over the English Channel when an engine failed. The pilot tried to return to the airport but the plane ditched into the English Channel. The plane was named 'City of Ottawa.'
1929-06-24,1929,June,Monday,09:18,USA,"St. Paul, Minnesota",Northwest Orient Airlines,Civilian,St. Paul - Minneapolis,Ford 5-At-B Tri-Motor,8,1,0.12,0,Mechanical Failure,Crashed near Indian Mounds park shortly after taking off. Triple engine failure.
1929-06-29,1929,June,Saturday,09:18,Switzerland,"Lake Constance, Switzerland",Aero Lloyd,Civilian,Unavailable,Domier Delphin Iii,5,5,1.0,0,Pilot Error,The aircraft crashed into lake Constance while attempting to landing.
1929-06-29,1929,June,Saturday,09:18,USA,"Columbus, Ohio",Continental Air Lines,Civilian,Unavailable,Travel Air 4000,1,1,1.0,0,Unknown,No remark
1929-08-11,1929,August,Sunday,09:18,USA,"Clovis, New Mexico",Middle States Airlines,Civilian,Unavailable,Lockheed Vega,4,4,1.0,0,Unknown,No remark
1929-08-13,1929,August,Tuesday,09:18,France,"Perpignan, France",Aeropostale,Civilian,Unavailable,Breguet 14,1,1,1.0,0,Unknown,No remark
1929-08-24,1929,August,Saturday,09:18,Russian Federation,"Sochi, Russia",Ukvozduchput,Civilian,Unavailable,Kalinin K-4,1,1,1.0,0,Unknown,No remark
1929-08-24,1929,August,Saturday,09:18,Germany,"Elm, Germany",Deutsche Lufthansa,Civilian,Unavailable,Fokker Fg Ii,5,4,0.8,0,Weather,Weather related.
1929-09-02,1929,September,Monday,09:18,USA,"Needles, California",Associated Aviators,Civilian,Unavailable,Lockheed Vega,2,1,0.5,0,Collision/Impact,The plane crashed after going into a tail spin. The mechaniwas able to parachute to safety.
1929-09-03,1929,September,Tuesday,01:00,USA,"Mt. Taylor, New Mexico",Trans Continental Air Transport,Civilian,Albuquerque - Los Angeles,Ford 5-At-B Tri Motor,8,8,1.0,0,Weather,Crashed in a thunderstorm after being struck by lightning. The plane was named 'The City of San Francisco.'
1929-09-06,1929,September,Friday,01:00,"Iran, Islamic Republic of","Jask, Iran",Imperial Airways,Civilian,"London, England - India",De Havilland Dh-66 Hercules,5,3,0.6,0,Pilot Error,The mail plane caught fire after crash landing.
1929-09-17,1929,September,Tuesday,01:00,Morocco,"Off Larache, Morocco",Aeropostale,Civilian,Unavailable,Latecoere 25-3-R,5,5,1.0,0,Collision/Impact,Crashed into the Mediterranean.
1929-09-17,1929,September,Tuesday,01:00,USA,"Jacumba, California",Pickwick Airways,Civilian,Tijuana - Nogales,Fairchild 71,2,1,0.5,0,Pilot Error,The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm.
1929-09-17,1929,September,Tuesday,01:00,USA,"Mt Lamentation, Connecticut",Colonial Air Transport,Civilian,Unavailable,Pitcairn Pa-6 Mailwing,1,1,1.0,0,Collision/Impact,The mail plane crashed into Mt. Lamentation and burst into flames.
1929-10-26,1929,October,Saturday,01:00,Italy,"Off Spezia, Italy",Imperial Airways,Civilian,Unavailable,Short Calcutta,7,7,1.0,0,Unknown,The aircraft ditched in the ocean after encountering gale force winds. Sank while in tow. The plane was named 'City of Rome.'
1929-10-29,1929,October,Tuesday,01:00,USA,"Mount Vernon, Ohio",Continental Air Lines,Civilian,Cleveland - Louisville,Stearman C-38,1,1,1.0,0,Collision/Impact,The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon.
1929-10-31,1929,October,Thursday,01:00,USA,"Off Bremerton, Washington",Bremerton-Seattle Air Taxi / Gorst Air Lines,Civilian,Bremerton,Loening C-2C,2,2,1.0,0,Collision/Impact,The air taxi crashed into Puget Sound as it attempted to take off.
1929-11-04,1929,November,Monday,07:00,Mexico,"Cerro Del Carbon, Mexico",Corp. Aeronautica De Transportes,Civilian,Mexico City - Juarez,Lockheed Vega 5,4,4,1.0,0,Collision/Impact,The mail plane crashed in dense fog.
1929-11-06,1929,November,Wednesday,07:00,,"Near Godstone, Surrey, England",Deutsche Lufthansa,Civilian,Amsterdam - Croyden,Junkers G-24,8,7,0.88,0,Collision/Impact,Crashed in heavy rain and fog while attempting to land.
1929-11-15,1929,November,Friday,07:00,France,"Off Corsica, France",Air Union,Civilian,Unavailable,Liore Et Olivier 190,3,3,1.0,0,Collision/Impact,Crashed into the Mediterranean in fog.
1929-11-30,1929,November,Saturday,07:00,USA,"Vancouver, Washington",Varney Air Lines,Civilian,Unavailable,Stearman M-2 Speedmail,1,1,1.0,0,Collision/Impact,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.
1929-12-02,1929,December,Monday,07:00,USA,"Chagrin Falls, Ohio",National Air Transport,Civilian,Unavailable,Douglas M-3,1,1,1.0,0,Weather,The mail plane crashed en route during a storm.
1929-12-14,1929,December,Saturday,07:00,,Mediterranean Sea,Aeropostale,Civilian,Unavailable,Bernard 192,3,3,1.0,0,Unknown,No remark
1929-12-19,1929,December,Thursday,07:00,Germany,"Near Berlin, Germany",Deutsche Lufthansa,Civilian,Unavailable,Arado V1,3,2,0.67,0,Pilot Error,Forced landing 40 miles from Berlin.
1929-12-30,1929,December,Monday,07:00,USA,"Amarillo, Texas",Trans Continental Air Transport,Civilian,Unavailable,Travel Air B6000,5,5,1.0,0,Pilot Error,Crashed on approach onto a golf course.
1930-01-10,1930,January,Friday,07:00,USA,"Brawnson, Nebraska",Boeing Air Transport,Civilian,Unavailable,Boeing 95,1,1,1.0,0,Pilot Error,The airmail plane crash landed and burst into flames on a farm in fog and snow while attempting to make an emergency landing.
1930-01-13,1930,January,Monday,07:00,Madagascar,"Antananarivo, Madagascar",Air Orient,Civilian,Unavailable,Farman 190,3,3,1.0,0,Unknown,No remark
1930-01-19,1930,January,Sunday,18:23,USA,"Oceanside, California",Maddux Airlines,Civilian,"Aqua Caliente, Mexico - Los Angeles",Ford 5-At-C Tri Motor,16,16,1.0,0,Pilot Error,"While en route to Los Angeles, the pilot, flying a low altitude due to poor weather conditions tried to turn back. While in a left turn his left wing struck a hill, crashed and burned. Adverse weather conditions. The plane flew into a sudden squall which cause the pilot to lose control."
1930-01-25,1930,January,Saturday,18:23,Spain,"Off Ceuta, Spain",Aeropostale,Civilian,Unavailable,Latecoere 25,2,2,1.0,0,Unknown,No remark
1930-01-27,1930,January,Monday,17:30,USA,"Kansas City, Kansas",Central  Airlines,Civilian,"Wichita - Kansas City, Ks",Travel Air A6000A,5,5,1.0,0,Pilot Error,"While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked."
1930-02-03,1930,February,Monday,17:30,USA,"Hartford, Connecticut",Colonial Air Transport,Civilian,"Newark, Nj - Hartford, Ct",Pitcairn Pa-6 Mailwing,1,1,1.0,0,Collision/Impact,While attempting to land the plane struck a building and fell into the Connecticut river.
1930-02-10,1930,February,Monday,17:30,,"Marden, England",Air Union,Civilian,Unavailable,Farman F-63,2,2,1.0,0,Unknown,No remark
1930-04-18,1930,April,Friday,17:00,USA,"Jersey City, New Jersey",Canadian Colonial Airways,Civilian,"Albany, Ny - Jersey City, Nj",Fairchild 71,4,4,1.0,0,Collision/Impact,Crashed into power lines 150 feet above the ground in fog.
1930-05-10,1930,May,Saturday,17:00,,Buenos Aires,Aeropostale,Civilian,Unavailable,Latecoere 28,4,3,0.75,0,Unknown,No remark
1930-06-05,1930,June,Thursday,17:00,USA,"Boston, Massachusetts",Colonial Air Transport,Civilian,Unavailable,Ford Tri-Motor 5,15,1,0.07,0,Pilot Error,Crashed into Boston Harbor after loosing the right  engine on takeoff.
1930-07-07,1930,July,Monday,17:00,Denmark,"Bornholm, Denmark",Deutsche Lufthansa,Civilian,Stettin - Norway,Dornier Wal,8,5,0.62,0,Mechanical Failure,"The flying boat landed in a storm in the open ocean due to engine failure. After three hours, the plane was  capsized by a large wave."
1930-07-10,1930,July,Thursday,17:00,USA,"Arkansas Pass, Texas",Cross Airways,Civilian,Unavailable,Lockheed Vega 5,5,5,1.0,0,Pilot Error,"The aircraft exploded in the air at an altitude of 4,000 feet shortly after taking off. The plane was flying in an area of fog and thunderstorms."
1930-08-22,1930,August,Friday,17:00,Slovakia,"Iglau, Czechoslovakia",Ceskoslovenske Aerolinie,Civilian,Prague - Brun -  Pressburg,Ford 5-At-C Tri Motor,11,10,0.91,0,Pilot Error,"Crashed while the pilot attempted to make an  emergency landing in fog, during a storm."
1930-09-11,1930,September,Thursday,17:00,,"Croydon, England",Sabena,Civilian,Unavailable,Sabca F-Vii,2,2,1.0,0,Unknown,No remark
1930-09-25,1930,September,Thursday,17:00,Canada,"Southesk, Saskatchewan, Canada",Western Canada Airways,Civilian,Calgary - Moosejaw,Douglas Dc-3,3,3,1.0,0,Collision/Impact,The air mail plane crashed in fog  while en route.
1930-10-05,1930,October,Sunday,02:05,France,"Near Beauvais, France",Military - British Air Ministry,Military,"Cardington, England - Karachi, Pakistan",Royal Airship Works R-101,54,48,0.89,0,Weather,"The airship was on its inaugural flight from Cardington, England to Karachi, (Pakistan). During a storm on the first night, it suddenly nosedived, leveled briefly, then dived again crashing and burning. Preparations had been rushed for political reasons and there had been no full-speed test flight. In the wind and rain, the outer cover split open at the front so that the two forward gasbags ruptured simultaneously. Dropping ballast raised the nose, but only because there was also dynamilift, which was promptly lost as speed was reduced, presumably to save the remaining gasbags."
